@relation stylometry-lll

@attribute fog_index numeric
@attribute fog_index_WSW numeric
@attribute monosyllabic_fog_index numeric
@attribute monosyllabic_fog_index_WSW numeric
@attribute inverse_fog_index numeric
@attribute inverse_fog_index_WSW numeric
@attribute forcast numeric
@attribute forcast_WSW numeric
@attribute smog_index numeric
@attribute smog_index_WSW numeric
@attribute fkri numeric
@attribute fkri_WSW numeric
@attribute flesch numeric
@attribute flesch_WSW numeric
@attribute complex_word numeric
@attribute complex_word_percent numeric
@attribute complex_word_WSW numeric
@attribute complex_word_WSW_percent numeric
@attribute monosyllabic_word numeric
@attribute monosyllabic_word_percent numeric
@attribute monosyllabic_word_WSW numeric
@attribute monosyllabic_word_WSW_percent numeric
@attribute word_length numeric
@attribute word_length_WSW numeric
@attribute syllable_count numeric
@attribute syllables_count_WSW numeric
@attribute long_sentence {true, false}
@attribute short_sentence {true, false}
@attribute word_count numeric
@attribute function_word numeric
@attribute function_word_percent numeric
@attribute content_word numeric
@attribute content_word_percent numeric
@attribute named_entity numeric
@attribute named_entity_percent numeric
@attribute named_entity_WSW numeric
@attribute named_entity_WSW_percent numeric
@attribute alpha_numeric numeric
@attribute alpha_numeric_percent numeric
@attribute alpha_numeric_WSW numeric
@attribute alpha_numeric_WSW_percent numeric
@attribute verb numeric
@attribute verb_percent numeric
@attribute verb_WSW numeric
@attribute verb_WSW_percent numeric
@attribute acronym numeric
@attribute acronym_percent numeric
@attribute acronym_WSW numeric
@attribute acronym_WSW_percent numeric
@attribute semantic_word numeric
@attribute semantic_word_percent numeric
@attribute semantic_word_WSW numeric
@attribute semantic_word_WSW_percent numeric
@attribute alphabet_words numeric
@attribute alphabet_words_percent numeric
@attribute alphabet_words_WSW numeric
@attribute alphabet_words_WSW_percent numeric
@attribute numeric_words numeric
@attribute numeric_words_percent numeric
@attribute numeric_words_WSW numeric
@attribute numeric_words_WSW_percent numeric
@attribute lowercase_words numeric
@attribute lowercase_words_percent numeric
@attribute lowercase_words_WSW numeric
@attribute lowercase_words_WSW_percent numeric
@attribute uppercase_words numeric
@attribute uppercase_words_percent numeric
@attribute uppercase_words_WSW numeric
@attribute uppercase_words_WSW_percent numeric
@attribute long_word numeric
@attribute long_word_percent numeric
@attribute long_word_WSW numeric
@attribute long_word_WSW_percent numeric
@attribute unique_word numeric
@attribute unique_word_percent numeric
@attribute unique_word_WSW numeric
@attribute unique_word_WSW_percent numeric
@attribute repeated_word numeric
@attribute repeated_word_percent numeric
@attribute repeated_word_WSW numeric
@attribute repeated_word_WSW_percent numeric
@attribute pos_conjunction numeric
@attribute pos_number numeric
@attribute pos_determiner numeric
@attribute pos_preposition numeric
@attribute pos_adjective numeric
@attribute pos_noun numeric
@attribute pos_pronoun numeric
@attribute pos_adverb numeric
@attribute pos_verb numeric
@attribute pos_interjection numeric
@attribute pos_foreign numeric
@attribute pos_list numeric
@attribute pos_possessive numeric
@attribute pos_particle numeric
@attribute pos_symbol numeric
@attribute character_count numeric
@attribute character_count_WSW numeric
@attribute character_per_word numeric
@attribute character_per_word_WSW numeric
@attribute character_without_space numeric
@attribute character_without_space_WSW numeric
@attribute special_char {true, false}
@attribute class {positive, negative}

@data
18.94545454545455,23.200000000000003,29.854545454545452,23.200000000000003,0.05278310940499039,0.05278310940499039,10.454545454545455,12.5,14.554592549557764,14.554592549557764,9.081818181818182,11.130000000000003,49.54272727272729,29.515000000000015,4,0.36363636363636365,4,0.5,7,0.6363636363636364,4,0.5,1.7272727272727273,2.0,19,16,false,true,11,3,0.2727272727272727,8,0.7272727272727273,4.0,0.36363636363636365,4,0.5,10.0,0.9090909090909091,7.0,0.875,0.0,0.0,0.0,0.0,3.0,0.2727272727272727,1.0,0.125,0.0,0.0,0.0,0.0,9.0,0.8181818181818182,6.0,0.75,0.0,0.0,0.0,0.0,7.0,0.6363636363636364,5.0,0.625,2.0,0.18181818181818182,1.0,0.125,4.0,0.36363636363636365,4.0,0.5,11,1.0,8,1.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.18181818181818182,0.0,0.5454545454545454,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,65,55,5.909090909090909,6.875,56.0,47.0,true,negative
24.4421052631579,29.854545454545452,30.757894736842104,18.94545454545455,0.04091300602928509,0.04091300602928509,11.315789473684209,14.545454545454545,19.287186520377343,18.243605946275583,14.177894736842106,17.663636363636368,27.255263157894774,0.0,8,0.42105263157894735,7,0.6363636363636364,11,0.5789473684210527,4,0.36363636363636365,1.894736842105263,2.4545454545454546,36,27,false,true,19,8,0.42105263157894735,11,0.5789473684210527,3.0,0.15789473684210525,4,0.36363636363636365,18.0,0.9473684210526315,10.0,0.9090909090909091,1.0,0.05263157894736842,1.0,0.09090909090909091,6.0,0.3157894736842105,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,17.0,0.8947368421052632,9.0,0.8181818181818182,0.0,0.0,0.0,0.0,14.0,0.7368421052631579,7.0,0.6363636363636364,2.0,0.10526315789473684,2.0,0.18181818181818182,7.0,0.3684210526315789,6.0,0.5454545454545454,16,0.8421052631578947,11,1.0,3.0,0.15789473684210525,0.0,0.0,0.21052631578947367,0.0,0.15789473684210525,0.21052631578947367,0.05263157894736842,0.42105263157894735,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,123,89,6.473684210526316,8.090909090909092,106.0,78.0,true,negative
31.754838709677422,36.07272727272728,33.04516129032258,21.527272727272727,0.03149126371393742,0.03149126371393742,12.258064516129032,15.227272727272727,25.254471183327073,25.254471183327073,19.338709677419356,20.344545454545457,11.62806451612903,0.0,15,0.4838709677419355,15,0.6818181818181818,16,0.5161290322580645,7,0.3181818181818182,1.935483870967742,2.3181818181818183,60,51,true,false,31,9,0.2903225806451613,22,0.7096774193548387,4.0,0.12903225806451613,4,0.18181818181818182,28.0,0.9032258064516129,19.0,0.8636363636363636,0.0,0.0,0.0,0.0,6.0,0.1935483870967742,2.0,0.09090909090909091,0.0,0.0,0.0,0.0,26.0,0.8387096774193549,17.0,0.7727272727272727,1.0,0.03225806451612903,1.0,0.045454545454545456,22.0,0.7096774193548387,14.0,0.6363636363636364,4.0,0.12903225806451613,3.0,0.13636363636363635,13.0,0.41935483870967744,13.0,0.5909090909090909,29,0.9354838709677419,22,1.0,2.0,0.06451612903225806,0.0,0.0,0.16129032258064516,0.03225806451612903,0.0,0.12903225806451613,0.16129032258064516,0.45161290322580644,0.03225806451612903,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.0,218,177,7.032258064516129,8.045454545454545,189.0,155.0,true,negative
26.77241379310345,33.9,36.42758620689656,18.900000000000002,0.03735188047398248,0.03735188047398248,10.689655172413792,15.3125,22.076135915942103,22.076135915942103,15.657931034482761,17.2,34.45517241379312,0.24500000000000455,11,0.3793103448275862,11,0.6875,18,0.6206896551724138,5,0.3125,1.6896551724137931,2.25,49,36,false,false,29,13,0.4482758620689655,16,0.5517241379310345,6.0,0.20689655172413793,1,0.0625,27.0,0.9310344827586207,14.0,0.875,0.0,0.0,0.0,0.0,8.0,0.27586206896551724,2.0,0.125,0.0,0.0,0.0,0.0,28.0,0.9655172413793104,15.0,0.9375,1.0,0.034482758620689655,1.0,0.0625,22.0,0.7586206896551724,11.0,0.6875,5.0,0.1724137931034483,3.0,0.1875,9.0,0.3103448275862069,9.0,0.5625,26,0.896551724137931,16,1.0,3.0,0.10344827586206896,0.0,0.0,0.2413793103448276,0.034482758620689655,0.10344827586206896,0.2413793103448276,0.06896551724137931,0.4827586206896552,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,186,129,6.413793103448276,8.0625,157.0,113.0,true,negative
17.50769230769231,21.6,32.89230769230769,21.6,0.05711775043936731,0.05711775043936731,9.615384615384617,12.5,14.554592549557764,11.20814326018867,5.818461538461541,3.6700000000000017,76.50153846153849,75.87500000000001,4,0.3076923076923077,2,0.5,9,0.6923076923076923,2,0.5,1.3846153846153846,1.5,18,6,false,true,13,9,0.6923076923076923,4,0.3076923076923077,1.0,0.07692307692307693,0,0.0,11.0,0.8461538461538461,2.0,0.5,0.0,0.0,0.0,0.0,3.0,0.23076923076923078,1.0,0.25,0.0,0.0,0.0,0.0,12.0,0.9230769230769231,3.0,0.75,1.0,0.07692307692307693,1.0,0.25,9.0,0.6923076923076923,2.0,0.5,2.0,0.15384615384615385,1.0,0.25,2.0,0.15384615384615385,1.0,0.25,12,0.9230769230769231,4,1.0,1.0,0.07692307692307693,0.0,0.0,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.3076923076923077,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,74,26,5.6923076923076925,6.5,61.0,22.0,true,negative
24.4421052631579,21.46666666666667,30.757894736842104,28.13333333333334,0.04091300602928509,0.04091300602928509,11.315789473684209,11.25,19.287186520377343,15.903189008614273,11.693684210526317,10.723333333333333,45.06578947368425,39.55500000000001,8,0.42105263157894735,5,0.4166666666666667,11,0.5789473684210527,7,0.5833333333333334,1.6842105263157894,1.8333333333333333,32,22,false,true,19,7,0.3684210526315789,12,0.631578947368421,2.0,0.10526315789473684,6,0.5,17.0,0.8947368421052632,10.0,0.8333333333333334,0.0,0.0,0.0,0.0,6.0,0.3157894736842105,2.0,0.16666666666666666,0.0,0.0,0.0,0.0,16.0,0.8421052631578947,9.0,0.75,3.0,0.15789473684210525,3.0,0.25,13.0,0.6842105263157895,6.0,0.5,2.0,0.10526315789473684,2.0,0.16666666666666666,4.0,0.21052631578947367,4.0,0.3333333333333333,18,0.9473684210526315,11,0.9166666666666666,1.0,0.05263157894736842,1.0,0.08333333333333333,0.21052631578947367,0.15789473684210525,0.05263157894736842,0.21052631578947367,0.0,0.42105263157894735,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,112,81,5.894736842105263,6.75,94.0,69.0,true,negative
22.581818181818182,28.200000000000003,26.21818181818182,18.2,0.04428341384863124,0.04428341384863124,11.818181818181818,14.375,15.903189008614273,15.903189008614273,8.009090909090911,9.655000000000001,57.23363636363638,40.09,5,0.45454545454545453,5,0.625,6,0.5454545454545454,3,0.375,1.6363636363636365,1.875,18,15,false,true,11,3,0.2727272727272727,8,0.7272727272727273,1.0,0.09090909090909091,0,0.0,8.0,0.7272727272727273,5.0,0.625,0.0,0.0,0.0,0.0,3.0,0.2727272727272727,2.0,0.25,0.0,0.0,0.0,0.0,10.0,0.9090909090909091,7.0,0.875,1.0,0.09090909090909091,1.0,0.125,6.0,0.5454545454545454,4.0,0.5,3.0,0.2727272727272727,2.0,0.25,4.0,0.36363636363636365,4.0,0.5,10,0.9090909090909091,7,0.875,1.0,0.09090909090909091,1.0,0.125,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.45454545454545453,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,75,61,6.818181818181818,7.625,64.0,53.0,true,negative
36.13333333333334,33.806060606060605,49.46666666666667,32.593939393939394,0.027675276752767524,0.027675276752767524,10.0,12.727272727272727,28.03038370184959,26.683356303267143,25.47859649122807,20.522424242424247,13.916842105263186,6.703636363636377,19,0.3333333333333333,17,0.5151515151515151,38,0.6666666666666666,16,0.48484848484848486,1.5964912280701755,1.9696969696969697,91,65,true,false,57,24,0.42105263157894735,33,0.5789473684210527,7.0,0.12280701754385964,7,0.21212121212121213,49.0,0.8596491228070176,25.0,0.7575757575757576,0.0,0.0,0.0,0.0,19.0,0.3333333333333333,5.0,0.15151515151515152,1.0,0.017543859649122806,1.0,0.030303030303030304,48.0,0.8421052631578947,24.0,0.7272727272727273,6.0,0.10526315789473684,6.0,0.18181818181818182,40.0,0.7017543859649122,19.0,0.5757575757575758,6.0,0.10526315789473684,4.0,0.12121212121212122,14.0,0.24561403508771928,14.0,0.42424242424242425,41,0.7192982456140351,27,0.8181818181818182,16.0,0.2807017543859649,6.0,0.18181818181818182,0.22807017543859648,0.10526315789473684,0.10526315789473684,0.21052631578947367,0.07017543859649122,0.3333333333333333,0.0,0.05263157894736842,0.07017543859649122,0.0,0.0,0.0,0.0,0.0,0.03508771929824561,344,242,6.035087719298246,7.333333333333333,287.0,209.0,true,negative
24.666666666666668,34.71111111111111,27.33333333333334,12.488888888888889,0.040540540540540536,0.040540540540540536,12.0,16.666666666666668,18.243605946275583,18.243605946275583,13.860000000000003,19.386666666666667,22.410000000000025,0.0,7,0.4666666666666667,7,0.7777777777777778,8,0.5333333333333333,2,0.2222222222222222,2.0,2.6666666666666665,30,24,false,true,15,6,0.4,9,0.6,3.0,0.2,0,0.0,15.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,4.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.9333333333333333,8.0,0.8888888888888888,0.0,0.0,0.0,0.0,11.0,0.7333333333333333,7.0,0.7777777777777778,2.0,0.13333333333333333,1.0,0.1111111111111111,7.0,0.4666666666666667,7.0,0.7777777777777778,15,1.0,9,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.06666666666666667,0.2,0.2,0.4666666666666667,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,101,80,6.733333333333333,8.88888888888889,87.0,71.0,true,negative
22.33684210526316,29.854545454545452,32.863157894736844,18.94545454545455,0.04476908576814326,0.04476908576814326,10.526315789473685,14.545454545454545,18.243605946275583,18.243605946275583,11.693684210526317,14.445454545454545,45.06578947368425,11.088181818181852,7,0.3684210526315789,7,0.6363636363636364,12,0.631578947368421,4,0.36363636363636365,1.6842105263157894,2.1818181818181817,32,24,false,true,19,8,0.42105263157894735,11,0.5789473684210527,3.0,0.15789473684210525,5,0.45454545454545453,18.0,0.9473684210526315,10.0,0.9090909090909091,1.0,0.05263157894736842,1.0,0.09090909090909091,6.0,0.3157894736842105,1.0,0.09090909090909091,0.0,0.0,0.0,0.0,17.0,0.8947368421052632,9.0,0.8181818181818182,0.0,0.0,0.0,0.0,16.0,0.8421052631578947,8.0,0.7272727272727273,1.0,0.05263157894736842,1.0,0.09090909090909091,6.0,0.3157894736842105,6.0,0.5454545454545454,19,1.0,11,1.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,108,77,5.684210526315789,7.0,91.0,66.0,true,negative
